ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Original_Orthography,Translation_Other,Number,Example_Type,Source,Form_IDs
italian-627,italian,La casa viene riempita di quadri.,la\tcas-a\tvien-e\triempi-t-a\tdi\tquadr-i,ART.DEF.F.SG\thouse-F.SG\tcome.PRS-3SG\tfill-PP-F.SG\tof\tpicture-M.PL,The house is filled with pictures.,,,,,627,Constructed by native speaker linguist,,italian-fill-1
italian-626,italian,Anna e Luca si prendono la mano.,Anna\te\tLuca\tsi\tprendo-no\tla\tman-o,Anne\tand\tLuke\tREFL\ttake-PRS.3PL\tART.DEF.F.SG\thand-F.SG,Anne and Luke are taking each other’s hands.,,,,,626,Constructed by native speaker linguist,,italian-take-1
italian-625,italian,Qui non tocco.,qui\tnon\ttocc-o,here\tNEG\ttouch-PRS.1SG,Here I can’t touch.,,,,,625,Constructed by native speaker linguist,,italian-touch-1
italian-624,italian,Si toccano con i guanti le lampade alogene.,si\ttocca-no\tcon\ti\tguant-i\tle\tlampad-e\talogen-e,REFL\ttouch-PRS.3PL\twith\tART.DEF.M.PL\tglove-M.PL\tART.DEF.F.PL\tlamp-F.PL\thalogen-F.PL,One touches/We/You/They (indef.) touch the halogen lamps with gloves.,,,,,624,Constructed by native speaker linguist,,italian-touch-1
italian-623,italian,Le lampade alogene si toccano con i guanti.,le\tlampad-e\talogen-e\tsi\ttocca-no\tcon\ti\tguant-i,ART.DEF.F.PL\tlamp-F.PL\thalogen-F.PL\tREFL\ttouch-PRS.3PL\twith\tART.DEF.M.PL\tglove-M.PL,Halogen lamps are to be touched with gloves.,,,,,623,Constructed by native speaker linguist,,italian-touch-1
italian-622,italian,Si è chiamati col nome dei nonni.,si\tè\tchiama-t-i\tco-l\tnom-e\tde-i\tnonn-i,REFL\tbe.PRS.3SG\tname-PP-M.PL\twith-ART.DEF.M.SG\tname-M.SG\tof-ART.DEF.M.PL\tgrandparent-M.PL,One is named/We/You/They (indef.) are named after one’s grandparents/our/your/their grandparents.,,,,,622,Constructed by native speaker linguist,,italian-name-1
italian-621,italian,Si fondò una associazione e ci si chiamò 'La Combriccola' .,si\tfond-ò\tun'=associazion-e\te\tci\tsi\tchiam-ò\tla\tcombriccol-a,REFL\tset_up-PST.3SG\tART.INDF.F=association-F.SG\tand\tIMP\tREFL\tname-PST.3SG\tART.DEF.F.SG\tgang-F.SG,We set up an association and we called it ‘La Combriccola ('The Gang’).,,,,,621,Constructed by native speaker linguist,,italian-name-1
italian-620,italian,I gioielli furono rubati dal ladro.,i\tgioiell-i\tfu-rono\truba-t-i\tda-l\tladr-o,ART.DEF.M.PL\tjewel-M.PL\tbe.PST-3PL\tsteal-PP-M.PL\tby-ART.DEF.M.SG\tthief-M.SG,The jewels were stolen by the thief.,,,,,620,Constructed by native speaker linguist,,italian-steal-1
italian-619,italian,Nel libro si racconta la crisi interiore di un medico.,ne-l\tlibr-o\tsi\traccont-a\tla\tcrisi\tinterior-e\tdi\tun\tmedic-o,in-ART.DEF.M.SG\tbook-M.SG\tREFL\ttell-PRS.3SG\tART.DEF.F.SG\tcrisis.F.SG\tinner-F.SG\tof\tART.INDF.M\tdoctor-M.SG,A doctor's inner crisis is described in this book.,,,,,619,Naturalistic written,2944089261,italian-tell-1
italian-618,italian,Marco raccontò della sua depressione.,Marco\traccont-ò\tde-lla\tsu-a\tdepression-e,Mark\ttell-PST.3SG\tof-ART.DEF.F.SG\this-F.SG\tdepression-F.SG,Mark talked about his depression.,,,,,618,Constructed by native speaker linguist,,italian-tell-1
italian-617,italian,I soldi si chiedono agli amici.,i\tsold-i\tsi\tchiedo-no\ta-gli\tamic-i,ART.DEF.M.PL\tmoney-M.PL\tREFL\task-PRS.3PL\tto-ART.DEF.M.PL\tfriend-M.PL,Friends can be asked for money.,,,,,617,Constructed by native speaker linguist,,italian-ask-for-1
italian-616,italian,Si chiedono soldi agli amici.,si\tchiedo-no\tsold-i\ta-gli\tamic-i,REFL\task-PRS.3PL\tmoney-M.PL\tto-ART.DEF.M.PL\tfriend-M.PL,One asks/We/You/They (indef.) ask one’s/our/your/their friends for money.,,,,,616,Constructed by native speaker linguist,,italian-ask-for-1
italian-615,italian,Anna chiede troppo.,Anna\tchied-e\ttroppo,Anne\task-PRS.3SG\ttoo_much,Anne asks for too much.,,,,,615,Constructed by native speaker linguist,,italian-ask-for-1
italian-614,italian,Marco gioca la schedina tutte le domeniche.,Marco\tgioc-a\tla\tschedin-a\ttutt-e\tle\tdomenich-e,Mark\tplay-PRS.3SG\tART.DEF.F.SG\tcoupon-F.SG\tall-F.PL\tART.DEF.F.PL\tsunday-F.PL,Mark does the pools every Sunday.,,,,,614,Constructed by native speaker linguist,,italian-play-1
italian-613,italian,I bambini giocano a nascondino.,i\tbambin-i\tgioca-no\ta\tnascondino,ART.DEF.M.PL\tchild-M.PL\tplay-PRS.3PL\tat\thide_and_seek,The children are playing hide-and-seek.,,"<SPAN STYLE= """" >This example is meant to exemplify the optional expression of the type of play surfacing as a prepositional phrase headed by </SPAN><SPAN STYLE= ""font-style:italic;"" >a</SPAN><SPAN STYLE= """" >. Ex: </SPAN><SPAN STYLE= ""font-style:italic;"" >giocare a tennis</SPAN><SPAN STYLE= """" > ('to play tennis'), </SPAN><SPAN STYLE= ""font-style:italic;"" >giocare a calcio</SPAN><SPAN STYLE= """" > ('to play football'), </SPAN><SPAN STYLE= ""font-style:italic;"" >giocare a scacchi</SPAN><SPAN STYLE= """" > ('to play chess').</SPAN>",,,613,Constructed by native speaker linguist,,italian-play-1
italian-612,italian,I bambini sedevano sui banchi tutto il giorno.,i\tbambin-i\tsede-va-no\tsu-i\tbanch-i\ttutt-o\til\tgiorn-o,ART.DEF.M.PL\tchild-M.PL\tsit-IMPF-3PL\ton-ART.DEF.M.PL\tbench-M.PL\tall-M.SG\tART.DEF.M.SG\tday-M.SG,The children sat on the benches all day long.,,,,,612,Constructed by native speaker linguist,,italian-sit-1
italian-611,italian,La donna sedeva in disparte per ore.,la\tdonn-a\tsede-v-a\tin\tdisparte\tper\tor-e,ART.DEF.F.SG\twoman-F.SG\tsit-IMPF-3SG\tin\tapart\tfor\thour-F.PL,The woman sat apart from the others for hours.,,,,,611,Constructed by native speaker linguist,,italian-sit-1
italian-610,italian,Improvvisamente ha / è piovuto.,improvvisa-mente\tha\t/\tè\tpiovut-o,sudden-ADV\thave.PRS.3SG\t/\tbe.PRS.3SG\train.PP-M.SG,Suddenly it rained.,,,,,610,Constructed by native speaker linguist,2950282542,italian-rain-1
italian-609,italian,È piovuto molto in poco tempo.,è\tpiovut-o\tmolt-o\tin\tpoc-o\ttemp-o,be.PRS.3SG\train.PP-M.SG\ta_lot-M.SG\tin\ta_few-M.SG\ttime-M.SG,It rained a lot in a short time.,,,,,609,Constructed by native speaker linguist,,italian-rain-1
italian-608,italian,Marco urlò di dolore.,Marco\turl-ò\tdi\tdolor-e,Mark\tscream-PST.3SG\tof\tpain-M.SG,Mark screamed in pain.,,,,,608,Constructed by native speaker linguist,,italian-scream-1
italian-607,italian,Marco urlò ai ragazzi.,Marco\turl-ò\ta-i\tragazz-i,Mark\tscream-PST.3SG\tto-ART.DEF.M.PL\tboy-M.PL,Mark screamed at the boys.,,,,,607,Constructed by native speaker linguist,,italian-scream-1
italian-606,italian,Anna si spinge il carrello da sola.,Anna\tsi\tsping-e\til\tcarrell-o\tda\tsol-a,Anne\tREFL\tpush-PRS.3SG\tART.DEF.M.SG\ttrolley-M.SG\tby\therself-F.SG,Anne is pushing the trolley by herself.,,,,,606,Constructed by native speaker linguist,,italian-push-1
italian-605,italian,Mario abita da solo.,Mario\tabit-a\tda\tsol-o,Mario\tlive-PRS.3SG\tby\talone-M.SG,Mario lives on his own.,,,,,605,Constructed by native speaker linguist,,italian-live-1
italian-604,italian,Si è spesso lasciati senza una spiegazione.,si\tè\tspesso\tlascia-t-i\tsenza\tun-a\tspiegazion-e,REFL\tbe.PRS.3SG\toften\tleave-PP-M.PL\twithout\tART.INDF-F.SG\texplanation-M.SG,One is/We/You/They (indef.) are often left without an explanation.,,,,,604,Constructed by native speaker linguist,,italian-leave-2
italian-603,italian,Marco è stato lasciato solo da tutti.,Marco\tè\tstat-o\tlascia-t-o\tsol-o\tda\ttutt-i,Mark\tbe.PRS.3SG\tbe.PP-M.SG\tleave-PP-M.SG\talone-M.SG\tby\tall-M.PL,Mark has been left alone by everybody.,,,,,603,Constructed by native speaker linguist,,italian-leave-2
italian-602,italian,Il proprio paese si lascia sempre con dispiacere.,il\tpropri-o\tpaes-e\tsi\tlasci-a\tsempre\tcon\tdispiacer-e,ART.DEF.M.SG\town-M.SG\tcountry-M.SG\tREFL\tleave-PRS.3SG\talways\twith\tregret-M.SG,One always leaves his own country with regret.,,,,,602,Constructed by native speaker linguist,,italian-leave-2
italian-601,italian,Ci si lascia con dispiacere dopo aver trascorso insieme un periodo intenso.,ci\tsi\tlasci-a\tcon\tdispiacer-e\tdopo\tave-r\ttrascors-o\tinsieme\tun\tperiod-o\tintens-o,IMP\tREFL\tleave-PRS.3SG\twith\tregret-M.SG\tafter\thave-INF\tspend.PP-M.SG\ttogether\tART.INDF.M\tperiod-M.SG\tintense-M.SG,We/You/They (indef.) leave each other disappointed after having spent an intense period together.,,,,,601,Constructed by native speaker linguist,,italian-leave-2
italian-600,italian,Anna e Marco si sono lasciati.,Anna\te\tMarco\tsi\tsono\tlascia-t-i,Anne\tand\tMark\tREFL\tbe.PRS.3PL\tleave-PP-M.PL,Anne and Luke have split up.,,,,,600,Constructed by native speaker linguist,,italian-leave-2
italian-599,italian,Si è parti-t-i molto presto ieri.,si\tè\tparti-t-i\tmolto\tpresto\tieri,REFL\tbe.PRS.3SG\tleave-PP-M.PL\tvery\tearly\tyesterday,One/We/You/They (indef.) left very early yesterday.,,,,,599,Constructed by native speaker linguist,,italian-leave-1
italian-598,italian,Si è andati a casa a piedi.,si\tè\tanda-t-i\ta\tcas-a\ta\tpied-i,REFL\tbe.PRS.3SG\tgo-PP-M.PL\tto\thome-F.SG\tby\tfoot-M.PL,One has/We/You/They (indef.) walked home.,,,,,598,Constructed by native speaker linguist,,italian-go-1
italian-597,italian,Anna canta spesso.,Anna\tcant-a\tspesso,Anne\tsing-PRS.3SG\toften,Anne often sings.,,,,,597,Constructed by native speaker linguist,,italian-sing-1
italian-596,italian,Marco la lascia sempre saltare.,Marco\tla\tlasci-a\tsempre\tsalta-re,Mark\tOBJ.F.3SG\tlet-PRS.3SG\talways\tjump-INF,Mark always lets her jump.,,,,,596,Constructed by native speaker linguist,,italian-jump-1
italian-595,italian,Marco lascia sempre saltare Marta sul letto.,Marco\tlasci-a\tsempre\tsalta-re\tMarta\tsu-l\tlett-o,Mark\tlet-PRS.3SG\talways\tjump-INF\tMartha\ton-ART.DEF.M.SG\tbed-M.SG,Mark always lets Martha jump on his bed.,,"<SPAN STYLE= """" >monoclausal factitive</SPAN>",,,595,Constructed by native speaker linguist,,italian-jump-1
italian-594,italian,Si è saltati in piedi.,si\tè\tsalta-t-i\tin\tpied-i,REFL\tbe.PRS.3SG\tjump-PP-M.PL\tin\tfoot-M.PL,One/We/You/They (indef.) jumped to one’s/our/your/their feet.,,,,,594,Constructed by native speaker linguist,,italian-jump-1
italian-593,italian,Si è saltato sul letto per ore.,si\tè\tsalta-t-o\tsu-l\tlett-o\tper\tor-e,REFL\tbe.PRS.3SG\tjump-PP-M.SG\ton-ART.DEF.M.SG\tbed-M.SG\tfor\thour-F.PL,One/We/You/They (indef.) jumped on the bed for hours.,,,,,593,Constructed by native speaker linguist,,italian-jump-1
italian-592,italian,Si salta per allenarsi.,si\tsalt-a\tper\tallena-r-si,REFL\tjump-PRS.3SG\tto\ttrain-INF-REFL,One jumps/We/You/They (indef.) jump for training.,,,,,592,Constructed by native speaker linguist,,italian-jump-1
italian-591,italian,Mario è saltato in piedi.,Mario\tè\tsalta-t-o\tin\tpied-i,Mario\tbe.PRS.3SG\tjump-PP-M.SG\tin\tfoot-M.PL,Mario jumped to his feet.,,,,,591,Constructed by native speaker linguist,,italian-jump-1
italian-590,italian,L'ostacolo venne saltato con facilità da Mario.,l'=ostacol-o\tvenn-e\tsalta-t-o\tcon\tfacilità\tda\tMario,ART.DEF.M.SG=obstacle-M.SG\tcome.PST-3SG\tjump-PP-M.SG\twith\teasiness.F.SG\tby\tMario,The obstacle was easily jumped over by Mario.,,,,,590,Constructed by native speaker linguist,,italian-jump-1
italian-589,italian,Mario correrà la maratona campestre.,Mario\tcorr-er-à\tla\tmaraton-a\tcampestr-e,Mario\trun-FUT-3SG\tART.DEF.F.SG\tmarathon-F.SG\tcross_country-F.SG,Mario will run the cross-country marathon.,,,,,589,Constructed by native speaker linguist,,italian-run-1
italian-588,italian,Nelle vetrine si vestono i manichini con abiti autunnali.,ne-lle\tvetrin-e\tsi\tvesto-no\ti\tmanichin-i\tcon\tabit-i\tautumnal-i,in-ART.DEF.F.PL\tshop_window-F.PL\tREFL\tdress.PRS-3PL\tART.DEF.M.PL\tmannequin-M.PL\twith\tclothes-M.PL\tautumnal-M.PL,"In the shop windows, mannequins are dressed with autumn clothes.",,,,,588,,,italian-dress-1
italian-587,italian,Si è corsi a casa.,si\tè\tcors-i\ta\tcas-a,REFL\tbe.PRS.3SG\trun.PP-M.PL\tto\thome-F.SG,One has/We/You/They (indef.) have run home.,,,,,587,Constructed by native speaker linguist,,italian-run-1
italian-586,italian,Gli scimpanzé si trasportano a vicenda sulle spalle.,gli\tscimpanzé\tsi\ttrasporta-no\ta_vicenda\tsu-lle\tspall-e,ART.DEF.M.PL\tchimpanzee.M.PL\tREFL\tcarry.PRS-3PL\teach.other\ton-ART.DEF.F.PL\tshoulder-F.PL,Chimpanzees alternate in carrying each other on their shoulders.,,,,,586,,,italian-carry-1
italian-585,italian,Si è corsi a lungo senza meta.,si\tè\tcors-i\ta_lungo\tsenza\tmet-a,REFL\tbe.PRS.3SG\trun.PP-M.PL\ta_long_time\twithout\tdestination-F.SG,One has/We/You/They (indef.) have run aimlessly for a long time.,,,,,585,Constructed by native speaker linguist,,italian-run-1
italian-584,italian,Se si è toccati da una medusa si può avvertire dolore.,se\tsi\tè\ttocca-t-i\tda\tun-a\tmedus-a\tsi\tpuò\tavverti-re\tdolor-e,if\tREFL\tbe.PRS.3SG\ttouch-PP-M.PL\tby\tART.INDF-F.SG\tjellyfish-F.SG\tREFL\tcan.PRS.3SG\tfeel-INF\tpain-M.SG,"If one/we/they (indef.) is /are touched by a jellyfish, one/we/they (indef.) may feel pain.",,,,,584,,,italian-touch-1
italian-583,italian,Il cane corre sul prato.,il\tcan-e\tcorr-e\tsu-l\tprat-o,ART.DEF.M.SG\tdog-M.SG\trun-PRS.3SG\ton-ART.DEF.M.SG\tmeadow-M.SG,The dog is running on the lawn.,,,,,583,Constructed by native speaker linguist,,italian-run-1
italian-582,italian,I due giocavano a tagliarsi reciprocamente.,i\tdue\tgioca-va-no\ta\ttaglia-r-si\treciprocamente,ART.DEF.M.PL\ttwo\tplay-IMPF-3PL\tto\tcut-INF-REFL\teach.other,The two played at cutthing each other.,,,,,582,,,italian-cut-1
italian-581,italian,Marco è corso a casa.,Marco\tè\tcors-o\ta\tcas-a,Mark\tbe.PRS.3SG\trun.PP-M.SG\tto\thome-F.SG,Mark ran home.,,,,,581,Constructed by native speaker linguist,,italian-run-1
italian-580,italian,Tra vicini di casa ci si sente involontariamente.,tra\tvicin-i\tdi\tcas-a\tci\tsi\tsent-e\tinvolontariamente,among\tneighbour-M.PL\tof\thouse-F.SG\tIMP\tREFL\thear-PRS.3SG\tunwillingly,"Among neighbours, one/we/they (indef.) hear(s) each other unwillingly.",,,,,580,,,italian-hear-1
italian-579,italian,Anna e Luca si parlano con sincerità.,Anna\te\tLuca\tsi\tparla-no\tcon\tsincerità,Anne\tand\tLuke\tREFL\ttalk-PRS.3PL\twith\tsincerity.F.SG,Anne and Luke talk to each other with sincerity.,,,,,579,Constructed by native speaker linguist,,italian-talk-1
italian-578,italian,Il cane e il cinghiale si sentivano a distanza nel bosco.,il\tcan-e\te\til\tcinghial-e\tsi\tsenti-va-no\ta\tdistanza\tne-l\tbosc-o,ART.DEF.M.SG\tdog-M.SG\tand\tART.DEF.M.SG\tboar-M.SG\tREFL\thear-IMPF-3PL\tby\tfar\tin-ART.DEF.M.SG\twood-M.SG,The dog and the boar heard each other from afar in the woods.,,,,,578,,,italian-hear-1
italian-577,italian,Si parla spesso di questioni poco importanti.,si\tparl-a\tspesso\tdi\tquestion-i\tpoco\timportant-i,REFL\ttalk-PRS.3SG\toften\tof\tmatter-F.PL\tnot_so\timportant-F.PL,One often talks/We/You/They(indef.) often talk about less important matters.,,,,,577,Constructed by native speaker linguist,,italian-talk-1
italian-576,italian,Quella rotta viene / è seguita regolarmente dalle navi.,quell-a\trott-a\tvien-e\t/\tè\tsegui-t-a\tregolarmente\tda-lle\tnav-i,that-F.SG\tcourse-F.SG\tcome.PRS-3SG\t/\tbe.PRS.3SG\tfollow-PP-F.SG\tregularly\tby-ART.DEF.F.PL\tship-F.PL,That course is regularly followed by the ships.,,,,,576,,,italian-follow-1
italian-575,italian,Ci si parla poco nella nostra famiglia.,ci\tsi\tparl-a\tpoco\tne-lla\tnostr-a\tfamigli-a,IMP\tREFL\ttalk-PRS.3SG\ta_few\tin-ART.DEF.F.SG\tour-F.SG\tfamily-F.SG,We hardly talk to each other in our family.,,,,,575,Constructed by native speaker linguist,,italian-talk-1
italian-574,italian,Marco si sbuccia una mela.,Marco\tsi\tsbucci-a\tun-a\tmel-a,Mark\tREFL\tpeel-PRS.3SG\tART.INDF-F.SG\tapple-F.SG,Mark peels an apple for himself.,,,,,574,,,italian-peel-1
italian-573,italian,Anna parla a Luca dei suoi progetti.,Anna\tparl-a\ta\tLuca\tde-i\tsuo-i\tprogett-i,Anne\ttalk-PRS.3SG\tto\tLuke\tof-ART.DEF.M.PL\ther-M.PL\tplan-M.PL,Anne is talking to Luke about her plans.,,,,,573,Constructed by native speaker linguist,,italian-talk-1
italian-572,italian,Tra amici ci si riceve con gioia.,tra\tamic-i\tci\tsi\tricev-e\tcon\tgioi-a,among\tfriend-M.PL\tIMP\tREFL\treceive-PRS.3SG\twith\tjoy-F.SG,Among friends we/they (indef.) receive each other with joy.,,,,,572,,,italian-get-1
italian-571,italian,Anna parla spesso con Luca del loro matrimonio.,Anna\tparl-a\tspesso\tcon\tLuca\tde-l\tloro\tmatrimoni-o,Anne\ttalk-PRS.3SG\toften\twith\tLuke\tof-ART.DEF.M.SG\ttheir\twedding-M.SG,Anne often talks to Luke about their wedding.,,,,,571,Constructed by native speaker linguist,,italian-talk-1
italian-570,italian,Gli sposi si ricevono l’un l’altro in dono.,gli\tspos-i\tsi\tricevo-no\tl’-un\tl’-altr-o\tin\tdon-o,ART.DEF.M.PL\tspouse-M.PL\tREFL\treceive-PRS.3PL\tART.DEF.M.SG-ART.INDF.M\tART.DEF.M.SG-other-M.SG\tin\tgift-M.SG,The spouses receive each other as a gift.,,,,,570,,,italian-get-1
italian-569,italian,Il dittatore è stato incontrato in carcere.,il\tdittator-e\tè\tstat-o\tincontra-t-o\tin\tcarcer-e,ART.DEF.M.SG\tdictator-M.SG\tbe.PRS.3SG\tbe.PP-M.SG\tmeet-PP-M.SG\tin\tprison-M.SG,The dictator was met in prison.,,,,,569,Naturalistic written,2944089261,italian-meet-1
italian-568,italian,Si è rasati dal barbiere.,si\tè\trasa-t-i\tda-l\tbarbier-e,REFL\tbe.PRS.3SG\tshave-PP-M.SG\tby-ART.DEF.M.SG\tbarber-M.SG,One/we/they(indef.) is/are shaved by the barber.,,,,,568,,,italian-shave-a-body-part_person-1
italian-567,italian,Le persone intelligenti non si incontrano spesso.,le\tperson-e\tintelligent-i\tnon\tsi\tincontra-no\tspesso,ART.DEF.F.PL\tperson-F.PL\tclever-F.PL\tNEG\tREFL\tmeet-PRS.3PL\toften,One doesn’t often/We/You/They (indef.) don’t often meet intelligent people.,,,,,567,Constructed by native speaker linguist,,italian-meet-1
italian-566,italian,Si è presi dalla paura.,si\tè\tpres-i\tda-lla\tpaur-a,REFL\tbe.PRS.3SG\ttake.PP-M.PL\tby-ART.DEF.F.SG\tfear-F.SG,One/we/they (indef.) is/are overcome by the fear.,,,,,566,,,italian-take-1
italian-565,italian,Si incontrano molte persone intelligenti in questa biblioteca.,si\tincontra-no\tmolt-e\tperson-e\tintelligent-i\tin\tquest-a\tbibliotec-a,REFL\tmeet-PRS.3PL\tmany-F.PL\tperson-F.PL\tclever-F.PL\tin\tthis-F.SG\tlibrary-F.SG,One meets/We/You/They (indef.) meet many clever people in this library.,,,,,565,Constructed by native speaker linguist,,italian-meet-1
italian-564,italian,In barca a vela si è portati dal vento.,in\tbarca_a_vela\tsi\tè\tporta-t-i\tda-l\tvent-o,in\tsailing.boat.F.SG\tREFL\tbe.PRS.3SG\tbring-PP-M.PL\tby-ART.DEF.M.SG\twind-M.SG,"On a sailing-boat, one/we/they (indef.) is/are driven by the wind.",,,,,564,,,italian-bring-1
italian-563,italian,Anna e Luca si incontrano spesso.,Anna\te\tLuca\tsi\tincontra-no\tspesso,Anne\tand\tLuke\tREFL\tmeet-PRS.3PL\toften,Anne and Luke often meet.,,,,,563,Constructed by native speaker linguist,,italian-meet-1
italian-562,italian,Si pensano continuamente nuove soluzioni.,si\tpensa-no\tcontinuamente\tnuov-e\tsoluzion-i,REFL\tthink-PRS.3PL\talways\tnew-F.PL\tsolution-F.PL,One/ we/ they (indef.) always thinks/think of new solutions.,,,,,562,,,italian-think-1
italian-561,italian,Anna incontrò Luca in biblioteca.,Anna\tincontr-ò\tLuca\tin\tbibliotec-a,Anne\tmeet-PST.3SG\tLuke\tin\tlibrary-F.SG,Anne met Luke in the library.,,,,,561,Constructed by native speaker linguist,,italian-meet-1
italian-560,italian,Si nascosero a vicenda.,si\tnascos-ero\ta_vicenda,REFL\thide.PST-3PL\teach.other,They hid each other.,,"<SPAN STYLE= """" >source: google</SPAN>",,,560,,,italian-hide-1
italian-559,italian,Si è spesso seguiti dai fan.,si\tè\tspesso\tsegui-t-i\tda-i\tfan,REFL\tbe.PRS.3SG\toften\tfollow-PP-M.PL\tby-ART.DEF.M.PL\tfan,One is/We/You/They(indef.) are often followed by (one’s/our/your/their) fans.,,,,,559,Constructed by native speaker linguist,,italian-follow-1
italian-558,italian,Si è macinati dall'ingranaggio della macchina.,si\tè\tmacinat-i\tda-ll'\tingranaggi-o\tde-lla\tmacchin-a,REFL\tbe.PRS.3SG\tgrind.PP-M.PL\tby-ART.DEF.M.SG\tmechanism-M.SG\tof-ART.DEF.F.SG\tcar-F.SG,One is destroyed (lit. ground) by the machine's mechanism.,,,,,558,,,italian-grind-1
italian-557,italian,La rotta prestabilita si segue senza variazioni.,la\trott-a\tprestabilit-a\tsi\tsegu-e\tsenza\tvariazion-i,ART.DEF.F.SG\tcourse-F.SG\tpredetermined-F.SG\tREFL\tfollow-PRS.3SG\twithout\tvariation-F.PL,The predetermined course is to be followed without variations.,,,,,557,Constructed by native speaker linguist,,italian-follow-1
italian-556,italian,Maria e Anna si legarono il grembiule a vicenda.,Maria\te\tAnna\tsi\tlega-rono\til\tgrembiul-e\ta_vicenda,Mary\tand\tAnne\tREFL\ttie-PST.3PL\tART.DEF.M.SG\tapron-M.SG\teach.other,Mary and Anne tied the each other's aprons.,,,,,556,,,italian-tie-1
